"Business_ID","Address","Cuisine","insertedAtTimestamp","Latitude","Longitude","Name","Number of Reviews","Open","Rating","Zip Code"
"LdWyeeV8DuYINKVTghFwrg","208 E 60th St","italian","11/10/2021 17:53:35","40.76174","'-73.96569","Canaletto Restaurant","70","N/A","4","10022"
"I_Va7AZSHpEwX75S-3hHLQ","1744 1st Ave","chinese","11/10/2021 17:54:13","40.7795333862305","'-73.9470367431641","Noodle Fun","155","N/A","4","10128"
"zjnnccSIpMdx5fN-MxAr_w","295 Berry St","mexican","11/10/2021 17:54:51","40.71357","'-73.96363","La Superior","607","N/A","3.5","11211"
"yPWE_stCrD48WZ-xaxfz_A","7000 Kennedy Blvd E","indian","11/10/2021 17:54:35","40.790152","'-74.000747","The Burp Kitchen","92","N/A","4.5","07093"
"fEig4z0y_qCMRLvW7HRuqA","32 E 21st St","american","11/10/2021 17:53:48","40.7393229","'-73.9887163","Harding's","370","N/A","4","10010"
"9aJ1MVTthZw3QjqoG7mPjg","29 E 2nd St","mexican","11/10/2021 17:54:42","40.72492","'-73.99079","Rosie's","790","N/A","4","10003"
"iSjPBJRiWqrgxW7ZM3CGig","191 Grand St","chinese","11/10/2021 17:54:06","40.71442","'-73.960441","Birds of a Feather","425","N/A","4","11211"
"xQag1K9NezcXdXXn2AZcqA","231 E 9th St","korean","11/10/2021 17:54:22","40.7296335","'-73.9877893","Kjun","26","N/A","5","10003"
"85wkGMKbHV0RdTGIWpep5A","242 W 56th St","chinese","11/10/2021 17:54:09","40.765612","'-73.982937","Zen Pot","11","N/A","5","10019"
"CicbZtEYbmJCGEpo8Y7Iwg","15 St Marks Pl","japanese","11/10/2021 17:54:03","40.72926317673329","'-73.98888386785984","Boxed To-Go","4","N/A","5","10003"
"nrwOQSXoRXfAYhkdjiUk8g","15 Stone St","mexican","11/10/2021 17:54:48","40.70421","'-74.01208","Toro Loco","334","N/A","4","10004"
"ihzI-4yGesoQuAoIocao8g","802 9th Ave","mexican","11/10/2021 17:54:42","40.76545","'-73.98729","Tacuba Hell's Kitchen","725","N/A","4","10019"
"ynR4-QgEOsE7VhNfIWo73w","199 E 3rd St","japanese","11/10/2021 17:54:00","40.722841651410874","'-73.9831015","Secchu Yokota","122","N/A","5","10009"
"dL6_XUUr_INX10IOMtSM0w","230 E 29th St","japanese","11/10/2021 17:54:03","40.7418734","'-73.978779","Oishi Bay","195","N/A","4","10016"
"jLhKLKuNPMTzAMJgEY5DsQ","146 Metropolitan Ave","chinese","11/10/2021 17:54:16","40.71595","'-73.96222","Monarch Restaurant","70","N/A","4.5","11249"
"GDYnweX0WbrW9WmjA4d1dg","528 9th Ave","korean","11/10/2021 17:54:25","40.75665","'-73.99372","K Chicken","42","N/A","4","10018"
"ci0-GO_iMb0NdTCUYWjocQ","1726 2nd Ave","mexican","11/10/2021 17:54:43","40.7801018","'-73.9497833","Noche De Margaritas","376","N/A","4","10128"
"xCHApgtkLpEyh0lz-uhZvg","239 W 105th St","chinese","11/10/2021 17:54:06","40.80053","'-73.967586","Szechuan Garden","332","N/A","4","10025"
"IVDk7BYFWwFsYPRbHLd49w","566 Amsterdam Ave","japanese","11/10/2021 17:53:57","40.788749","'-73.974599","Takeda","41","N/A","4.5","10024"
"'-4PCSqieO2rJ4-htOh8v0w","517 Lexington Ave","american","11/10/2021 17:53:51","40.7552634948238","'-73.9729699790478","Lexington Brass","845","N/A","3.5","10017"
"qH8PVeddtVs9cKN2pwgdkQ","42 E Broadway","chinese","11/10/2021 17:54:11","40.7137","'-73.99598","Hwa Yuan","346","N/A","4","10002"
"4ttqjZMCsfz6X0kQ_KR0xQ","341 Grove St","mexican","11/10/2021 17:54:51","40.720536","'-74.042976","Orale Mexican Kitchen","1197","N/A","4","07302"
"hBbAmEYXM4L03AU9Vt_p9g","157 W 47th St","chinese","11/10/2021 17:54:15","40.75894","'-73.98372","Hong Kong Station","126","N/A","3.5","10036"
"h0pRCiJDrCN7tm3VX5tILQ","13 E 37th St","chinese","11/10/2021 17:54:09","40.75002","'-73.98215","CHILI","42","N/A","5","10016"
"26M6nFVuA4bvhU0TBZOuLg","300 E 52nd St","italian","11/10/2021 17:53:37","40.7558717456695","'-73.9673550550069","Pierre Loti Midtown","326","N/A","4.5","10022"
"wfhMIiMh2A2psCGONOVSlg","90 3rd Ave","chinese","11/10/2021 17:54:05","40.732072","'-73.988074","Han Dynasty","1275","N/A","4","10003"
"2J3--ZI6CcoYLWSYYVdt7Q","333 Park Ave S","chinese","11/10/2021 17:54:09","40.741084","'-73.985324","Milu","116","N/A","4.5","10010"
"73GUDh4_LfiGk71M0McQEA","232 Bleecker St","american","11/10/2021 17:53:44","40.730195","'-74.002577","232 Bleecker","76","N/A","4.5","10014"
"SCQvI5pAJmD-OMm37kkS6Q","28 E 12th St","mexican","11/10/2021 17:54:46","40.73396","'-73.99312","DORADO Tacos & Quesadillas","672","N/A","4","10003"
"QTVaZDiFElJ-d8vqd0DWww","1426 3rd Ave","american","11/10/2021 17:53:48","40.77564","'-73.9565","Emmy Squared Upper East Side","156","N/A","4","10028"
"H5bhfR5sL0I2w1csjI1uMA","1-50 50th Ave","italian","11/10/2021 17:53:37","40.7436007833582","'-73.9592005922477","Piatto","191","N/A","4","11101"
"NGDLKVh3x5Hch24XWb6M9w","410 Amsterdam Ave","japanese","11/10/2021 17:53:55","40.783672","'-73.978343","Sushi Nonaka","109","N/A","4.5","10024"
"QqrEF8_ZQCGi63cL10J5oA","232 E 58th St","indian","11/10/2021 17:54:29","40.76016","'-73.96582","Chola","629","N/A","4","10022"
"OvdCm3j_5HzItolfvwrEUA","1026 3rd Ave","chinese","11/10/2021 17:54:09","40.762818","'-73.966077","Lilli & Loo","417","N/A","3.5","10065"
"iIkF2u2A3QC8xp6zzQGvzg","147 E 50th St","american","11/10/2021 17:53:44","40.75617","'-73.97131","Empire Burger House","14","N/A","4.5","10022"
"8F81LrdFm6P5kkFpsw0n0w","178 Ludlow St","american","11/10/2021 17:53:41","40.7217399","'-73.98739","Sweet Chick","1733","N/A","4","10002"
"ocnHpILS80DHL--34L8xpw","181 E 78th St","japanese","11/10/2021 17:53:56","40.77385","'-73.95813","Sushi Noz","139","N/A","4.5","10075"
"ONQRhDuWv0e9R5xOiI7YAA","321 W 44th St","korean","11/10/2021 17:54:23","40.75908","'-73.98989","Gyu-Kaku Japanese BBQ","1263","N/A","4","10036"
"R3UNnA8EbjhNWBHS0wJ0VA","1049 2nd Ave","chinese","11/10/2021 17:54:06","40.75831","'-73.96636","Grand Sichuan Eastern","256","N/A","3.5","10022"
"k3iUNUGsl-xpQ_EsOfTadA","339 E 108th St","mexican","11/10/2021 17:54:49","40.7912288","'-73.9395386","Ollin Restaurant","430","N/A","4","10029"
"3GYAtJo-YgEQpFDQBX0dJg","32 W 32nd St","korean","11/10/2021 17:54:25","40.747641","'-73.987239","The Kunjip","1052","N/A","2.5","10001"
"pGYovGGnxm0tMmkiQJPygA","237 Kent Ave","japanese","11/10/2021 17:53:55","40.71657","'-73.96559","Ume Williamsburg","263","N/A","4","11249"
"vjubSxmdG_HoBBgd39geBw","39 W 46th St","italian","11/10/2021 17:53:28","40.7569159","'-73.980516","Nino's 46","1252","N/A","4","10036"
"t_tWuzMEsoD9GDgAm_0l7g","411 Amsterdam Ave","indian","11/10/2021 17:54:37","40.78353","'-73.97782","Swagat","407","N/A","3.5","10024"
"CjSLDlOGzyHcJPwYXZQsWw","230 E 51st St","american","11/10/2021 17:53:47","40.7558","'-73.96905","Clinton Hall","184","N/A","3.5","10022"
"hUf1EpnxbxFU4gf2nL7H-Q","212 East 52nd St","japanese","11/10/2021 17:53:53","40.756591","'-73.969306","Raku it's Japanese","123","N/A","4.5","10022"
"wOq-Jt26jnFf_rhF4r5D6w","30 W 18th St","italian","11/10/2021 17:53:38","40.73902","'-73.99358","Scampi","277","N/A","4","10011"
"2tR7d61tBGNlGaJRYvrN0Q","45-26 46th St","chinese","11/10/2021 17:54:15","40.7425888323281","'-73.9189697784327","Dumplings & Things","183","N/A","3.5","11104"
"MdDj13LgIs0WdbIdiyqB7Q","177 Prince St","chinese","11/10/2021 17:54:10","40.72645222833495","'-74.0017973317552","Pinch Chinese","388","N/A","3.5","10012"
"xrKa2SpgWzPEEbji3Iw2DQ","949 Columbus Ave","mexican","11/10/2021 17:54:50","40.79956","'-73.96241","The Calaveras","178","N/A","4.5","10025"
"wobICp6lQP7Y6dfnJ_4Ujw","43 W 65th St","chinese","11/10/2021 17:54:14","40.77269583","'-73.98150783","Shun Lee West & Cafe","481","N/A","3","10023"
"WqLIjGVGynMS-vHRVDYjIg","25-30 Broadway","korean","11/10/2021 17:54:24","40.76271","'-73.92757","Drunken Chicken","148","N/A","4","11106"
"uucP1LoFyamFS0qDwgMXbg","283 Bleecker St","indian","11/10/2021 17:54:31","40.73194","'-74.0033","Ghandi Cafe","428","N/A","4","10014"
"UAK1rAnP0Kz1s4ofQ7v0Cg","18 W 45th St","chinese","11/10/2021 17:54:13","40.75571017977985","'-73.98074262911973","Noodle Edition","19","N/A","4","10036"
"M1YYZ9cTVuMXLji_XF6rzg","373 Park Ave S","mexican","11/10/2021 17:54:45","40.7422737","'-73.9846134","Dos Caminos","1247","N/A","3.5","10016"
"0moBSyrTezcT3uePV74nug","809 9th Ave","american","11/10/2021 17:53:40","40.76577","'-73.9875","Westville Hell's Kitchen","171","N/A","4.5","10019"
"yEpkPwO6uLfmzp1BMJBUFg","7532 Broadway","korean","11/10/2021 17:54:21","40.745693","'-73.889588","Hae Woon Dae","173","N/A","3","11373"
"J3NT61-AH5d5Gu5tFJhYSw","205 E 4th St","american","11/10/2021 17:53:40","40.72393","'-73.98383","The Cabin NYC","336","N/A","4","10009"
"lP8uDU4oNEkPD8-Ik-PvQQ","2588 Broadway","indian","11/10/2021 17:54:33","40.7955035","'-73.9708505","Awadh","327","N/A","3.5","10025"
"aJJlY5xvqS180wtRIHEWqA","21 Bedford St","italian","11/10/2021 17:53:31","40.72903","'-74.00357","Cotenna","421","N/A","4","10014"
"A0YMrxUt_EuCwmuZsbSMiQ","55C E 8th St","indian","11/10/2021 17:54:41","40.73115404198693","'-73.99343068770982","Ambo","16","N/A","5","10003"
"XUataECnaOfdo4a87NqEFg","75-18 37th Ave","indian","11/10/2021 17:54:37","40.7490953","'-73.8903772","Samudra Vegetarian Restaurant & Chaat House","567","N/A","4","11372"
"FRp1NwIyp6tkDU986cJkXQ","75 Thompson St","italian","11/10/2021 17:53:35","40.7246","'-74.0029799","Piccola Cucina Estiatorio","154","N/A","4.5","10012"
"HO8vjBAFY3GU1erXMZ_UbQ","310 E 93rd St","japanese","11/10/2021 17:54:00","40.781805","'-73.947887","CHOCHIN","103","N/A","4.5","10128"
"5S8ZK9XLdl4l645twbNYZQ","1460 2nd Ave","mexican","11/10/2021 17:54:45","40.771522","'-73.956073","Boqueria","791","N/A","4","10075"
"H5jHfG4ZkNPaG6vojmAXww","373 Graham Ave","korean","11/10/2021 17:54:24","40.715796","'-73.944733","Chingoo Restaurant","71","N/A","4.5","11211"
"X8Hl9OezX-Yr9Jir3fsF7g","310 2nd Ave","italian","11/10/2021 17:53:34","40.73483","'-73.98282","Posto","623","N/A","4","10003"
"sckKTPAj3_sg7HQsJIq2yw","130 Main St","korean","11/10/2021 17:54:21","40.85056","'-73.96702","So Kong Dong","746","N/A","4","07024"
"juULANORQ2onWkEvSMjlaw","1089 2nd Ave","mexican","11/10/2021 17:54:46","40.75967","'-73.96525","Al Horno Lean Mexican Kitchen","132","N/A","3.5","10022"
"wpT1QU7PSQgQQ1DkzI00JA","164 E 56th St","japanese","11/10/2021 17:53:53","40.759641","'-73.9685558","Izakaya Toribar","92","N/A","4.5","10022"
"7-mcmUETyMifs3rbpvCObA","1764 1st Ave","indian","11/10/2021 17:54:36","40.7802334786396","'-73.9467215538025","Yeti Spice Grill","56","N/A","4.5","10128"
"ogCC-lJJYnwXDvKGmKZ6Sw","12 W 32nd St","korean","11/10/2021 17:54:18","40.74747","'-73.98648","Woorijip","2689","N/A","4","10001"
"YsDmYRzJo3kiwZvIe1r0Fg","320 Amsterdam Ave","mexican","11/10/2021 17:54:49","40.78075","'-73.98032","Playa Betty’s","837","N/A","3.5","10023"
"ED91L2kUw_pwF_Pd1ZdViQ","718 Amsterdam Ave","mexican","11/10/2021 17:54:43","40.793432","'-73.971356","Rancho Tequileria","70","N/A","4.5","10025"
"xWLSJOiN1mMRHmBmHyjAfw","5 E 38th St","mexican","11/10/2021 17:54:43","40.75098","'-73.98181","Mad Dog & Beans Mexican Cantina","534","N/A","4","10016"
"jnEv25Y2DosTq2sNnvmC9g","75 9th Ave","mexican","11/10/2021 17:54:49","40.7425547","'-74.0060838","Los Tacos No.1","3216","N/A","4.5","10011"
"dYWjNK07igws9jFNgQmhng","9 E 18th St","mexican","11/10/2021 17:54:45","40.7382067602025","'-73.99086362045325","Rosa Mexicano","1503","N/A","3.5","10003"
"B8wHwGZCddRZ_T953FApxQ","55 W 19th St","japanese","11/10/2021 17:53:54","40.740322","'-73.99379","Maki Kosaka","59","N/A","4","10011"
"bpjDo7svAFD10eszaOPQHw","16 W 36th St","american","11/10/2021 17:53:44","40.75009","'-73.98471","Clinton Hall","218","N/A","4","10018"
"M4pCWzdBCkp2g_d834a7Hw","78 Rivington St","italian","11/10/2021 17:53:31","40.7204716","'-73.9893263","Sauce","845","N/A","4","10002"
"b46yXCppjKNXgOt86AF-pQ","1159 3rd Ave","italian","11/10/2021 17:53:30","40.76686","'-73.96249","Jardino Restaurant","112","N/A","4.5","10065"
"jJYQJGygWjIX6_0MiIoJRQ","1718 2nd Ave","indian","11/10/2021 17:54:30","40.7798555","'-73.9500904","Ashoka on 2nd Avenue","191","N/A","4.5","10128"
"eQKYZWnBjPUjINAnFmrmbA","10 Port Imperial Blvd","chinese","11/10/2021 17:54:14","40.7802677928232","'-74.0095958081818","P.F. Chang's","496","N/A","2.5","07093"
"Vz1At3Ku-vStSy4dFt145Q","225 W 57th St","american","11/10/2021 17:53:52","40.7662427","'-73.9812435","Bistro Verde","32","N/A","4","10019"
"cOXYWZ_GTX-_ue_kveguRg","170 Smith St","korean","11/10/2021 17:54:27","40.68594","'-73.991274","SSAM","431","N/A","3.5","11201"
"aTzxrI2o3vH_HQkqeFszzg","207 10th Ave","japanese","11/10/2021 17:53:57","40.74731","'-74.00467","Juban","206","N/A","4","10011"
"BlzlywklvYdek5uk_NCX9g","545 Lorimer St","japanese","11/10/2021 17:54:02","40.7131652","'-73.9494479","Suzume","327","N/A","4","11211"
"CFile9j-D7EVDzChJv-niw","363 3rd Avenue New York","chinese","11/10/2021 17:54:16","40.74088","'-73.98143","Bao Brothers","10","N/A","4","10016"
"XgqIDfU6tKPUdRxRG5uDNw","724 10th Ave","indian","11/10/2021 17:54:37","40.76433","'-73.99182","Desi Deli Indian Restaurant","131","N/A","3.5","10019"
"oyyubJoK0VZ2V3a5sVJULg","226 W 50th St","japanese","11/10/2021 17:53:56","40.76174","'-73.98503","Natsumi","865","N/A","4","10019"
"7YJxZAvMxB-oVZfHAuvBmw","668 Bay St","indian","11/10/2021 17:54:38","40.62571","'-74.075373","Lakruwana Restaurant ","349","N/A","4.5","10304"
"Brs_MJhAXe60iMnlpeqkKA","218 E 9th St","korean","11/10/2021 17:54:24","40.72965099486931","'-73.98853995116153","Yakiniku West","705","N/A","4","10003"
"P7yE1T1TDFIiYgLdEYR3Gw","57 E 54th St","american","11/10/2021 17:53:50","40.7602615356445","'-73.9729461669922","Bill's Townhouse","112","N/A","4.5","10022"
"VmdyRRMtUXOWV7F7w0ImwQ","106 E 60th St","italian","11/10/2021 17:53:27","40.763174","'-73.969046","Piccola Cucina Uptown","120","N/A","4.5","10022"
"qY1o1MhoRyN84RRhUJtvpQ","17 E 31st St","korean","11/10/2021 17:54:18","40.7462615966797","'-73.984733581543","Her Name Is Han","1370","N/A","4.5","10016"
"oqVG2LsTwvRzgJxId5pqiw","525 Grand St","indian","11/10/2021 17:54:40","40.711266","'-73.950317","Dar 525","523","N/A","4.5","11211"
"1SgiWHlFN5mp5gNLSGx2Ww","93 1st Ave","indian","11/10/2021 17:54:36","40.72626","'-73.9865","Panna II Garden Indian Restaurant","1078","N/A","3","10003"
"eIPiRkf6KCo9A9Ok-Nr_ow","10 W 32nd St","korean","11/10/2021 17:54:25","40.747452","'-73.986336","Miss KOREA BBQ","1931","N/A","3.5","10001"
"u0qfikB-ppp6UwoNKqxlRw","100 W 82nd St","korean","11/10/2021 17:54:25","40.78396","'-73.97444","Flame","455","N/A","4","10024"
"F2KRHRtnIAZJezs9UC2u6w","209 8th Ave","chinese","11/10/2021 17:54:15","40.74401","'-73.999824","Chelsea Golden Wok","62","N/A","3","10011"
"yV7brOiTLS3Lmwws8e3nXA","170 9th Ave","indian","11/10/2021 17:54:34","40.74482","'-74.00206","Dil-e Punjab Deli","197","N/A","4.5","10011"
"Nbqzy3ea5_x2zXWkdWlUIQ","358 W 46th St","japanese","11/10/2021 17:53:54","40.76057","'-73.99008","Sake Bar Hagi 46","343","N/A","4","10036"
"qhXIW0LDT4XsoN2IE6dZHg","265 E 10th St","indian","11/10/2021 17:54:37","40.728491","'-73.983178","Ahimsa Garden","151","N/A","4.5","10009"
"t_UObgQX6M_ZRn3tk2cXYQ","307 5th Ave","korean","11/10/2021 17:54:19","40.746774","'-73.985524","Let's Meat","1321","N/A","4","10016"
"mVN2G1c5bRtAsNlr2Tbx6Q","21 Waverly Pl","american","11/10/2021 17:53:50","40.73036","'-73.99462","White Oak Tavern","371","N/A","4","10003"
"Oq1mej1BYfjcdPKkM_5o8g","637 Hudson St","american","11/10/2021 17:53:43","40.73888","'-74.00574","High Street On Hudson","428","N/A","4","10014"
"kJCjKpwcOFA1fal0fuNVRg","24-26 Erie st","mexican","11/10/2021 17:54:52","40.721858","'-74.044181","Tacoria","232","N/A","4.5","07302"
"9bAyxRD6RsGEUQw424ovQA","302 E 49th St","japanese","11/10/2021 17:53:58","40.753969","'-73.968722","Nishida Sho-ten","794","N/A","4","10017"
"D0EV-xXaUUi35raZ_hWg-w","89 South St","korean","11/10/2021 17:54:22","40.705712","'-74.001772","Momofuku Ssam Bar","42","N/A","4","10038"
"TN4RnyqHMSupRFot4Q-_EA","321 W 51st St","japanese","11/10/2021 17:54:00","40.76344","'-73.98661","Ippudo Westside","3768","N/A","4","10019"
"iXSuNKKUBIrBX7zUerlQDQ","45 Murray St","indian","11/10/2021 17:54:32","40.71415","'-74.009209","Benares","559","N/A","4","10007"
"zJcxZQbTSAP3q4Fy-6WAyw","310 S 4th St","japanese","11/10/2021 17:54:02","40.7091679","'-73.9558028","Shalom Japan","305","N/A","4","11211"
"n3BpVXkT6MrT8cy-I5Iv3A","622 3rd Ave 41st St","american","11/10/2021 17:53:50","40.74972","'-73.97544","Ingo","1","N/A","4","10017"
"xymropCDcEvCYGKC0AKe-w","271 Smith St","korean","11/10/2021 17:54:27","40.6826583","'-73.9930755","Fob Brooklyn","264","N/A","4","11231"
"JliAIBARXi9uISzNG26DVw","1621 2nd Ave","italian","11/10/2021 17:53:37","40.7767632368091","'-73.9526632086427","Elio's","265","N/A","3.5","10028"
"CfOBb6NU2awo8xclJpKU3g","408 5th Ave","mexican","11/10/2021 17:54:48","40.67032","'-73.98569","Chela Modern Mexican","553","N/A","4.5","11215"
"QpkKEFHK5dz8XT-osEXgJw","242 W 16th St","american","11/10/2021 17:53:44","40.740624","'-74.000648","The Grey Dog","1158","N/A","4","10011"
"oNgT6-rh-2TOeAF16AxXVw","1742 2nd Ave","mexican","11/10/2021 17:54:49","40.780745","'-73.9493227","Tacos & Tequila","33","N/A","4","10128"
"FU3_u6uZ5d5Zli_XffQnlg","104 Bayard St","japanese","11/10/2021 17:54:03","40.71618","'-73.99981","Dr. Clark","95","N/A","3","10013"
"LOFl1w5bXrAdDRAQ-vi3_A","3712 31st Ave","japanese","11/10/2021 17:53:57","40.76164","'-73.91838","Koyo","54","N/A","4.5","11103"
"4Jr7xtN_KvSf6b2zWWW5Ng","10-57 Jackson Ave","indian","11/10/2021 17:54:40","40.74277","'-73.95271","Tikka Masala","14","N/A","4","11101"
"O1XrvIq-6IlLunLYEjOiFQ","2 W 32nd St","japanese","11/10/2021 17:54:01","40.747266","'-73.9861784","Kushi Kushi Yaki","49","N/A","4.5","10001"
"MhceeLrM2_3mcKw5EGLY6A","766 9th Ave","chinese","11/10/2021 17:54:16","40.764291","'-73.988159","Pure Thai Cookhouse","2619","N/A","4","10019"
"T-RXDLq_VEv7s1_SooYIYQ","57 W 10th St","italian","11/10/2021 17:53:35","40.73467","'-73.99786","Osteria 57","207","N/A","4.5","10011"
"KF4dTBX9ITMTSjwEXxXZ6g","130 W 72nd St","american","11/10/2021 17:53:44","40.77775","'-73.98003","Friedman's","186","N/A","4","10023"
"C3E8CVVwzKtOv_sRR1WuRQ","283 Amsterdam Ave","italian","11/10/2021 17:53:35","40.77932","'-73.9809","Salumeria Rosi","519","N/A","4","10023"
"vgg1dvDP-9tFWSacN4q0nA","207 W 14th St","mexican","11/10/2021 17:54:52","40.7389111700125","'-73.9999985153443","Coppelia","1390","N/A","4","10011"
"qMHzIYzoHYe55I7L65iEQw","233 8th Ave","american","11/10/2021 17:53:44","40.744541","'-73.9990926","Foragers Table","550","N/A","4","10011"
"zGAQqDu0Ak2khVYs9WdQxw","23 Commerce St","japanese","11/10/2021 17:54:00","40.7317465228689","'-74.0045493828034","Sushi Nakazawa","1489","N/A","4.5","10014"
"9z2lUyfzZV8b2rkkiwSM4g","38 E 19th St","mexican","11/10/2021 17:54:48","40.738005","'-73.989251","ABC Cocina","927","N/A","4","10003"
"ut-560tVcs2g-ZU0Y_qqHQ","241 W 51st St","indian","11/10/2021 17:54:30","40.7626659","'-73.9847093","Saar Indian Bistro","239","N/A","4.5","10019"
"zooS5ms4-vz3evQ3Cn6tmA","155 E 44th St","american","11/10/2021 17:53:44","40.75233","'-73.97386","Mulberry & Vine","86","N/A","4","10017"
"icZcEK39HXuL2q08i4EkkQ","5 Bleecker St","japanese","11/10/2021 17:53:57","40.725502","'-73.992675","Bessou","317","N/A","4","10012"
"NsACuDqm5AVPpUocvuXONg","104 E 30th St","korean","11/10/2021 17:54:22","40.74421","'-73.98286","Atomix","88","N/A","4.5","10016"
"sQ_L8O9WMU4apxSTVa9JKg","1005 Manhattan Ave","indian","11/10/2021 17:54:38","40.7332729","'-73.9550299","Agra Taj Mahal","151","N/A","3.5","11222"
"v7tsOvXI1YqZDgNgT0qv2Q","49th St & 3rd Ave","korean","11/10/2021 17:54:22","40.7551903277636","'-73.9712201803923","Yogi Korean BBQ Tacos","111","N/A","4.5","10017"
"vGS5X12NYXCl8NpynlxRuw","45 W 27th St","american","11/10/2021 17:53:51","40.74514","'-73.9900399","Oscar Wilde","783","N/A","4","10001"
"H_TGP2AgX3IUmzq8Aml79Q","190-A Duane St","italian","11/10/2021 17:53:35","40.71734","'-74.01044","L' Angolo Tribeca","164","N/A","3.5","10013"
"d79AROdlfw0Zzj5nRpUIxw","312 5th Ave","korean","11/10/2021 17:54:22","40.74701","'-73.98583","Joomak Banjum","30","N/A","4.5","10001"
"OCTiJwvjoK81WoDwsTkFvA","136 Mulberry St","italian","11/10/2021 17:53:32","40.718554","'-73.997447","Paesano of Mulberry Street","1068","N/A","4","10013"
"3C6c_zqRz_U2AyeN_7LTsg","72-20 Roosevelt Ave","indian","11/10/2021 17:54:35","40.74647","'-73.89275","Himalayan Yak","642","N/A","4","11372"
"HodL0fXoF08C3Ir-kLeTtw","14 Bedford Ave","italian","11/10/2021 17:53:28","40.72371","'-73.95157","Forma Pasta Factory","324","N/A","4.5","11222"
"NGyFpNCrzqEG3B0Z0drKfw","646 Amsterdam Ave","italian","11/10/2021 17:53:30","40.791287","'-73.972777","Scarlatto","22","N/A","4.5","10025"
"TcSy5I5xHKDK0Uf5_cLOew","112 W 25th St","italian","11/10/2021 17:53:31","40.74442","'-73.99266","Cotto","5","N/A","4.5","10001"
"6ptX8V8WW_IzhHXLJ4SRAA","465 Lexington Ave","mexican","11/10/2021 17:54:47","40.75352","'-73.97418","Dos Toros Taqueria","184","N/A","3.5","10017"
"v2dtG37r1ThqtfEfiFsAUg","30 W 32nd St","chinese","11/10/2021 17:54:14","40.7476119995117","'-73.9871597290039","Shanghai Mong","572","N/A","3","10001"
"5z7OuOWuZRu6byp2XDKbQw","81 Lexington Ave","indian","11/10/2021 17:54:36","40.7414","'-73.98306","Saravanaa Bhavan","923","N/A","3.5","10016"
"c_Kellz-oODKoNpcRbV24w","116 E 4th St","korean","11/10/2021 17:54:21","40.72549","'-73.98803","MONO+MONO","543","N/A","4","10003"
"w3wKbjuNCZnYoPOr-FCk5w","547 2nd Ave","chinese","11/10/2021 17:54:08","40.742569","'-73.977856","New Moon","170","N/A","4","10016"
"4pj4ol7lXiytDD-BTKe3kg","572 Fulton St","mexican","11/10/2021 17:54:50","40.6882","'-73.97953","Las Santas","198","N/A","4.5","11217"
"NKI1VvfXYluRjnq4S6yEuw","25 1st Ave","indian","11/10/2021 17:54:39","40.72378","'-73.98849","Divya's Kitchen","421","N/A","4.5","10003"
"aFhnb8k6H-wD070vvxt4Fw","70-64 Broadway","indian","11/10/2021 17:54:41","40.747598","'-73.893979","Kababish","190","N/A","3.5","11372"
"NhBUzlITbu3rdjm9UEfWsw","27-18 Queens Plz S","indian","11/10/2021 17:54:34","40.750965423938965","'-73.93993838844291","Raj's Indian Kitchen","288","N/A","4","11101"
"6gzQLjzJk25ePm_JS7ZAug","999 Manhattan Ave","american","11/10/2021 17:53:44","40.73322607409529","'-73.95492695812946","Esme","348","N/A","4.5","11222"
"uwDuBWMQcRmdyBpnK0LkTg","756 9th Ave","mexican","11/10/2021 17:54:49","40.7633331939511","'-73.9887996051015","‘ritas","42","N/A","4","10019"
"Q7wFlNr4OFU0eCJXcOmopg","60 Pearl St","indian","11/10/2021 17:54:39","40.70344","'-74.01109","Bombay's Indian Restaurant","218","N/A","3.5","10004"
"GDHm-QyjlGEC_gg6pV7mZg","31 Wyckoff Ave","korean","11/10/2021 17:54:19","40.706499","'-73.922293","Bulbap Grill","24","N/A","4.5","11237"
"GIHPA9UylksLNx-5jQVVVA","197 7th Ave","chinese","11/10/2021 17:54:09","40.74304","'-73.99619","Season Taste","4","N/A","5","10011"
"jeWIYbgBho9vBDhc5S1xvg","35-55 31st St","mexican","11/10/2021 17:54:49","40.756621","'-73.929336","Chano's Cantina","194","N/A","4","11106"
"wqdFd3DZD_uTXRW784mFkg","963 Grand St","chinese","11/10/2021 17:54:09","40.71326","'-73.93616","A-Pou's Taste","78","N/A","4.5","11211"
"jku9Fg8JsUbv_LQzg6PK4g","545 E 5th St","italian","11/10/2021 17:53:38","40.72406","'-73.98226","Lavagna","394","N/A","4","10009"
"PHMkwS5nmo4IUXbcg0OcAg","63 Carmine St","mexican","11/10/2021 17:54:46","40.72979","'-74.00455","Jajaja Plantas Mexicana","403","N/A","4.5","10014"
"DtnlLLvcqeEUIyZTypHnzw","86 W 3rd St","italian","11/10/2021 17:53:37","40.729807","'-73.999159","Il Mulino New York - Downtown","569","N/A","4","10012"
"NIGYFezOj_F_M5GskaN-2Q","342 7th Ave","chinese","11/10/2021 17:54:16","40.74811","'-73.99306","Tipsy Shanghai","10","N/A","4","10001"
"5TX0X8w5ssIACU_pnBEq6g","147 W 43rd St","italian","11/10/2021 17:53:27","40.75641","'-73.98547","Tony's Di Napoli","2172","N/A","4","10036"
"0CjK3esfpFcxIopebzjFxA","46 Bowery St","chinese","11/10/2021 17:54:05","40.7156608","'-73.9967012","Joe's Shanghai","6451","N/A","4","10013"
