"Business_ID","Address","Cuisine","insertedAtTimestamp","Latitude","Longitude","Name","Number of Reviews","Open","Rating","Zip Code"
"br6HJD_UZ_LSU36tBZGSuw","2323 Borden Ave","korean","11/10/2021 17:54:21","40.740157","'-73.946535","Tada Noodles","48","N/A","4","11101"
"rBUTVjRs5CcEMe3dfVRZJQ","110 E 7th St","chinese","11/10/2021 17:54:11","40.72634","'-73.98478","Ho Foods","334","N/A","4","10009"
"f_1BjTChf6bobreSRpqhsw","886 Amsterdam Ave","italian","11/10/2021 17:53:31","40.7988462","'-73.967065","Arco Cafe","298","N/A","4.5","10025"
"9K0run3oObR0YT4jaOEvWg","327 2nd Ave","italian","11/10/2021 17:53:35","40.73541417","'-73.982956","L'Angeletto","58","N/A","4.5","10003"
"dgaNriM1VdI2nGochhHE_g","5-48 49th Ave","mexican","11/10/2021 17:54:44","40.743404338358","'-73.954350367693","Casa Enrique","1304","N/A","4","11101"
"R5jpETY0OshPn-AeJjs0fA","475 W Broadway","mexican","11/10/2021 17:54:46","40.7266452","'-73.9999024","Dos Caminos","1136","N/A","3.5","10012"
"rYw5rQbWRX9buZHZbxqWdA","100 Allen St","chinese","11/10/2021 17:54:11","40.7187","'-73.99031","Congee Village","1633","N/A","3.5","10002"
"562aZEpTDdYKDe5hWuDyFA","226 E 53rd St","italian","11/10/2021 17:53:27","40.75716","'-73.96833","La Gioconda","171","N/A","4","10022"
"50eKjWOB-H9iuo1ocACOaQ","1136 1st Ave","indian","11/10/2021 17:54:30","40.7616660604253","'-73.9601389691234","Imli Urban Indian Food","211","N/A","4.5","10065"
"Sp-vnk-waTvKblG_88M4TA","144 Orchard St","italian","11/10/2021 17:53:35","40.72043","'-73.98894","Trapizzino","233","N/A","4.5","10002"
"n_NIY1KTi-R5DPkduEUKIw","513 W 27th St","italian","11/10/2021 17:53:36","40.7507476806641","'-74.0030212402344","Ovest Pizzoteca by Luzzo's","549","N/A","4","10001"
"PajKY49h4SpvSr-TW3lwCQ","29 7th Ave S","italian","11/10/2021 17:53:34","40.7309471231405","'-74.0041171779098","Rafele Ristorante","487","N/A","4","10014"
"_nScWpFX3M1K7s30hFEsRw","1133 Broadway","indian","11/10/2021 17:54:31","40.7434986","'-73.9892206","INDAY","359","N/A","4","10010"
"W1pBIFhkjJwjTe2P7o57yg","50 W 72nd St","american","11/10/2021 17:53:52","40.77698","'-73.9785","Lilly's Cocktail and Wine","106","N/A","4","10023"
"f4QBa0khsF9Ut99Tc9IMIA","240 W 52nd St","american","11/10/2021 17:53:47","40.76301","'-73.98416","Haswell Green's","362","N/A","4.5","10019"
"bFUVp77ApNkACqXvgiekPQ","100 Lexington Ave","indian","11/10/2021 17:54:37","40.74221","'-73.98308","Bhatti Indian Grill","806","N/A","3.5","10016"
"ECUTH1VOWxZ9GwfzblMKzA","255 W 55th St","indian","11/10/2021 17:54:30","40.765394","'-73.983272","Mughlai Indian Cuisine","112","N/A","4.5","10019"
"Q1TpfbuPwKPFrNFyu-u2_g","1 Dekalb Ave","chinese","11/10/2021 17:54:14","40.6911319610036","'-73.9825977757573","Han Dynasty","325","N/A","4","11201"
"16ZnHpuaaBt92XWeJHCC5A","3 Greenwich Ave","italian","11/10/2021 17:53:26","40.733798036104304","'-73.99977392649927","Olio e Piú","2792","N/A","4.5","10014"
"jDIVPYpxQAk1HUAi0NIlQw","1375 Avenue Of The Americas","italian","11/10/2021 17:53:33","40.7635099","'-73.978","Pazza Notte","864","N/A","4","10019"
"M-odQWSEfsR2mVEw7nKG-g","199 Grand St","chinese","11/10/2021 17:54:09","40.7190148","'-73.9968228","Nyonya","2156","N/A","4","10013"
"xtxcAUvrD4dWHJd0cwvW1A","679 Greenwich St","korean","11/10/2021 17:54:18","40.73304","'-74.00734","JeJu Noodle Bar","680","N/A","4.5","10014"
"fX_E2J6LqK6u77zNa8xyJQ","36 E 22nd St","korean","11/10/2021 17:54:19","40.739694","'-73.987832","JUA","115","N/A","5","10010"
"13_1t_3MtLn-Y5ZBKHrmww","1026 2nd Ave","american","11/10/2021 17:53:48","40.757416","'-73.966329","Louie's Chicken","87","N/A","4.5","10022"
"cy0vBvZu2Eb4XtRFCp8Seg","1685 1st Ave","mexican","11/10/2021 17:54:46","40.77793","'-73.94902","Conmigo","271","N/A","4","10128"
"1ExwosnCMtb7D3SF5ovo6w","36-12 Ditmars Blvd","american","11/10/2021 17:53:51","40.7739","'-73.908","The Pomeroy","282","N/A","4.5","11105"
"7OMGEtFWT6sdd9TVuoGqJQ","150 Ainslie St","korean","11/10/2021 17:54:26","40.712622","'-73.9487843","Okonomi","466","N/A","4.5","11211"
"1_pK5aQ47atF50oAKHADhA","123 W 56th St","indian","11/10/2021 17:54:30","40.7643344624229","'-73.9787312885132","Indian Accent","612","N/A","4.5","10019"
"RPP_wHhM8yZYIP5W-YHk6Q","2791 Broadway","italian","11/10/2021 17:53:33","40.80284","'-73.968119","Fumo","128","N/A","4","10025"
"kr5fRwdHtVwPPwSJxm9Fkg","190 E 2nd St","italian","11/10/2021 17:53:38","40.72238","'-73.98403","Il Posto Accanto","258","N/A","4.5","10009"
"EbX_9tqAJs4gW51gZpOB7g","25 W 8th St","indian","11/10/2021 17:54:37","40.7327654","'-73.9975674","Rasa","768","N/A","4","10011"
"jc7lVTvmYMIK5RNpENtS6w","23 St Marks Pl","chinese","11/10/2021 17:54:07","40.72911","'-73.98858","Szechuan Mountain House","437","N/A","4.5","10003"
"q1gZLXETOCkRrOESCcjdqw","43-43 41st St","korean","11/10/2021 17:54:21","40.7446884","'-73.922957","Doma","207","N/A","4","11104"
"C8Ctyq7pXOPESK8cz_X2CA","229 Columbus Ave","italian","11/10/2021 17:53:34","40.776398","'-73.979288","Pomodoro Rosso","333","N/A","4","10023"
"fVbUVAiLiGgLA_nxBFxyww","424 E 9th St","korean","11/10/2021 17:54:18","40.7275","'-73.9838","Thursday Kitchen","1458","N/A","4.5","10009"
"owYYuyLvlsdjLz68c3SSfg","30 E 13th St","american","11/10/2021 17:53:47","40.7346038818359","'-73.9928283691406","Taboonette","899","N/A","4.5","10003"
"kn9rgR4KlvyTTi-s76OIaQ","166 E 82nd St","mexican","11/10/2021 17:54:43","40.776483","'-73.956708","Toloache 82nd","447","N/A","4","10028"
"t0mizbevBMMNBecgnl7vQg","935 Amsterdam Ave","indian","11/10/2021 17:54:33","40.800232646589066","'-73.96559153149137","Anar","53","N/A","4.5","10025"
"JOvcJqD5eCFrGjFa6k7vpQ","318 W 23rd St","italian","11/10/2021 17:53:35","40.7454863","'-73.9993392","Zia Maria - Chelsea","274","N/A","4","10011"
"8plXW6ZQI1awPu1scms3jQ","138 W 46th St","chinese","11/10/2021 17:54:06","40.757888","'-73.984006","Silky Kitchen","22","N/A","4.5","10036"
"XKy4Cy4uNgO7rxhH4yFJQQ","329 3rd Ave","indian","11/10/2021 17:54:31","40.739692","'-73.982116","Mughlai Indian Cuisine","410","N/A","4","10010"
"DggqVM54aBZG4XMmUCY2Og","41 Essex St","japanese","11/10/2021 17:54:04","40.71626","'-73.98955","Rabbit House Omakase & Sake Bar ","60","N/A","4.5","10002"
"7ZQSMqWzvXMSetXnii2fBg","165 W 23rd St","chinese","11/10/2021 17:54:08","40.7440494396358","'-73.995028194335","Excellent Dumpling House","677","N/A","4","10011"
"nEkVibaTuIFEcTNtltFgJg","130 St Marks Pl","japanese","11/10/2021 17:54:02","40.726709","'-73.9835794","Kura","496","N/A","4.5","10009"
"dYm7DXMy1r8kCmKiz1MO8w","945 2nd Ave","american","11/10/2021 17:53:51","40.755136","'-73.968683","Crave Fishbar","750","N/A","4","10022"
"xZ96vaoL-cQjfotmUKtjJQ","34 W 35th St","korean","11/10/2021 17:54:17","40.74964","'-73.98582","Barn Joo 35","2110","N/A","4","10001"
"oSFL1AVZYouS4YrDjoLyLA","627 2nd Ave","mexican","11/10/2021 17:54:43","40.74514","'-73.97598","Baby Bo's Cantina","652","N/A","4","10016"
"boRM4i0UQswxQIp6CA9y_A","114 Kenmare St","mexican","11/10/2021 17:54:44","40.721372","'-73.997529","La Esquina - SoHo","2064","N/A","3.5","10012"
"foAYWheDCF9wUyKPuOGYow","1735 2nd Ave","mexican","11/10/2021 17:54:48","40.78033","'-73.950306","Mole","399","N/A","3","10128"
"EmJ7rfmv2y6lQZxgA8U__g","24 W 56th St","chinese","11/10/2021 17:54:05","40.76278","'-73.97589","Red Peony Chinese Cuisine","429","N/A","4.5","10019"
"HFn1sPqKSzvxaMk2n2ZtJw","56 3rd Ave","japanese","11/10/2021 17:53:57","40.731107","'-73.98912","Kotobuki Manhattan","650","N/A","4","10003"
"FXFQJmhK6elesopXdhjvFQ","103 W 70th St","japanese","11/10/2021 17:53:58","40.77632084040014","'-73.97993601948492","Amber","131","N/A","4","10023"
"SP4bvMvxel_UPdof_er3HA","73 7th Ave S","indian","11/10/2021 17:54:31","40.73235768476899","'-74.00332645767203","Taco Mahal","661","N/A","4.5","10014"
"gqTikTCIS01E2m20PzHoDQ","163 1st Ave","italian","11/10/2021 17:53:39","40.72896","'-73.98454","Tarallucci e Vino - East Village","291","N/A","4","10003"
"klAhw3xLQi9GF1tf_HnS7w","53 W 35th St","korean","11/10/2021 17:54:24","40.750148","'-73.9863203465939","Izakaya MEW","2456","N/A","4","10001"
"xKIv_b2L2pUHmsoJ-xOepg","22 Warren St","italian","11/10/2021 17:53:39","40.7142052394856","'-74.0077535494539","Gran Morsi","404","N/A","4.5","10007"
"GKspSLe5U3qkUgQTXfngyQ","133 E 31st St","korean","11/10/2021 17:54:22","40.74466","'-73.98123","Handsome Rice","124","N/A","4.5","10016"
"D4QotfnCpx1zgafuKoN5QQ","799 Abbot Blvd","korean","11/10/2021 17:54:22","40.8314694","'-73.9829498","Obaltan","372","N/A","4.5","07024"
"x3NeZ4xToUxVKDoZ32D5tg","50 Washington Sq S","indian","11/10/2021 17:54:38","40.7308386079893","'-73.99863779767","NY Dosas","485","N/A","4.5","10014"
"Ms1p17KsYteDlkvHnllC2g","211 E 43rd St","korean","11/10/2021 17:54:28","40.75122","'-73.97317","Soba Totto","900","N/A","4","10017"
"kXYTWVIPTnCukSo2jfxZ8A","408 E 64th St","chinese","11/10/2021 17:54:16","40.762351","'-73.959067","East River Eatery","33","N/A","5","10065"
"h8J10FpJGaU_4OvP2MgoKQ","1618 Amsterdam Ave At 140th St","mexican","11/10/2021 17:54:52","40.82195","'-73.9502399","Oso","319","N/A","4","10031"
"Drh9-6n7lWNOSnlP5vmOXA","905 Lorimer St","mexican","11/10/2021 17:54:46","40.723513","'-73.951928","Xilonen","43","N/A","4.5","11222"
"JLpEKUYAtzBRQwsUL3RPIA","54 W 55th St","italian","11/10/2021 17:53:27","40.762441","'-73.977206","Il Corso","375","N/A","4.5","10019"
"HKlcHprrOCbwMw6x71zYLg","3519 Broadway","korean","11/10/2021 17:54:21","40.7602569466645","'-73.9214469280272","Mokja","311","N/A","3.5","11106"
"OFfZUS-nu6NDnsWe1B2bUQ","13 W 36th St","japanese","11/10/2021 17:53:59","40.7502727","'-73.9844951","TONCHIN NEW YORK","1419","N/A","4.5","10018"
"ax4INkzwL__-d_kGJfcA-w","162 Orchard St","japanese","11/10/2021 17:53:57","40.72104","'-73.98848","Kaikagetsu NYC","104","N/A","4.5","10002"
"FsuJ7VC5vxX3wcLhFrb97Q","119 1st Ave","korean","11/10/2021 17:54:18","40.72727","'-73.98585","Oiji","560","N/A","4.5","10003"
"fePu8xy0ir_ikZcS_vVSBA","300 W 23rd St","japanese","11/10/2021 17:54:03","40.74529","'-73.99888","Asuka Sushi","989","N/A","4","10011"
"MyQV4i518ZO4CLudtR8gLA","117 E 60th St","american","11/10/2021 17:53:40","40.763409","'-73.968449","The Bar Room","542","N/A","4","10022"
"0IwdwNnbro5RLLIlaxyfpQ","132 W 27th St","american","11/10/2021 17:53:41","40.74587","'-73.99265","The Wilson","222","N/A","4.5","10001"
"3oB2_2vpeIyxJt1GvlcZBA","7 W 20th St","chinese","11/10/2021 17:54:07","40.74014","'-73.99178","Baodega","207","N/A","4","10011"
"JSexQM-wn8HvWmfxu_m5ZA","337 E 10th St","italian","11/10/2021 17:53:37","40.72713","'-73.9802799","Gnocco","506","N/A","3.5","10009"
"xq0cX_DgxiJMXwhmEl9kUA","59 West 37th St","chinese","11/10/2021 17:54:05","40.75157","'-73.98584","Café China","1693","N/A","4","10018"
"RzKR9QcYP03EQ_8DxTxowg","253 Broome St","mexican","11/10/2021 17:54:43","40.718022","'-73.990026","Barrio Chino","1135","N/A","4","10002"
"CDywb3LHVYZlQL2-woTiJA","37 W 24th St","american","11/10/2021 17:53:41","40.743292","'-73.991097","Hole in The Wall - Flatiron","152","N/A","4.5","10010"
"qVBvZIgDcwSFsENWD1nWKQ","38 Water St","chinese","11/10/2021 17:54:16","40.70332","'-74.01065","3 Times","24","N/A","4.5","10004"
"V2oWqXcoJkgGeIPOaS9eDA","194 Bleecker St","indian","11/10/2021 17:54:33","40.7292728223798","'-74.0015978515206","Masala Times Greenwich Village","561","N/A","4","10012"
"OwDRIugcA4LkUuTRqpJsog","47 Java St","italian","11/10/2021 17:53:38","40.7312720665479","'-73.9593493647979","Naked Dog","246","N/A","4.5","11222"
"V3USzFEGhuoXez4G2Rk11A","488 9th Ave","italian","11/10/2021 17:53:29","40.755403","'-73.994516","Tavola","1011","N/A","4","10018"
"zRXMvxUX_rOliKZPpkWi_g","45 W 45th St between 5th & 6th Ave","american","11/10/2021 17:53:47","40.756326","'-73.981117","Valerie","278","N/A","4","10036"
"np98mkA22LYf6kCwCL59pw","352 Bedford Ave","american","11/10/2021 17:53:44","40.7122932799856","'-73.9628687873483","Rabbithole Restaurant","867","N/A","4","11211"
"15k7iqFbhf4h8L01yggLqg","146 W Houston St","italian","11/10/2021 17:53:29","40.72813","'-74.00188","Song E Napule","561","N/A","4.5","10012"
"NDIrifAl6K-RrnZ2D3ZGbw","919 Fulton St","american","11/10/2021 17:53:51","40.68351","'-73.96643","Emily","837","N/A","4","11238"
"stGcUKRbVS0H-Uv8DTVW4Q","380 3rd Ave","american","11/10/2021 17:53:47","40.74164","'-73.98132","The Factory 380","96","N/A","4.5","10016"
"4ixWiPyYysS2i8LAg4qzrQ","398 E 52nd St","italian","11/10/2021 17:53:30","40.7549171","'-73.9650879","La Villetta","94","N/A","4","10022"
"rJ4N10Nbh-GM49qOSGFoAw","164 Pearl St","chinese","11/10/2021 17:54:16","40.70591","'-74.00747","Old Xi'an","230","N/A","4","10005"
"wQU3LMmOPNzxL-ptOi_F5w","293 7th Ave","korean","11/10/2021 17:54:25","40.7462138","'-73.99388","Kobeyaki","556","N/A","4","10001"
"DoSU8IPq-Py_YV3kYmXPfQ","254 West 47th St","italian","11/10/2021 17:53:27","40.759876","'-73.986767","Trattoria Trecolori","2403","N/A","4","10036"
"xnrn6Ibn4T22vTjYX1H1zQ","1015 Manhattan Ave","indian","11/10/2021 17:54:38","40.73359","'-73.95498","Afghan Kabab and Grill House","61","N/A","4","11222"
"zyQpS4QrYYB0VKXf7JPUlQ","159 Grand St","indian","11/10/2021 17:54:34","40.714765","'-73.961606","Atithi Indian Cuisine","64","N/A","5","11249"
"gWuHmSQ8G5FiKv-rEogwvA","110 Lexington Ave","indian","11/10/2021 17:54:40","40.74246","'-73.9829","Pongal","506","N/A","3.5","10016"
"qLUH_0H8ct_DTSqrjwd3DQ","570 Lexington Ave","mexican","11/10/2021 17:54:52","40.757137","'-73.972584","DORADO Tacos & Quesadillas","27","N/A","3.5","10022"
"l0ZOGV9tohkpfHiZ-3XSRg","946 Manhattan Ave","mexican","11/10/2021 17:54:53","40.73152","'-73.95432","Friducha","103","N/A","4","11222"
"a2BkT6uUKDpzhLalkksJsg","202 E 70th St","mexican","11/10/2021 17:54:43","40.768077","'-73.9615","Tacombi - Upper East Side","60","N/A","4","10021"
"VThwGCuC6JVaxAgnmuJDRg","485 Columbus Ave","mexican","11/10/2021 17:54:47","40.784629","'-73.973121","Cilantro","448","N/A","3.5","10024"
"IBgjj5VBu5JJvKgo9EzKrg","236 W 54th St","american","11/10/2021 17:53:42","40.764164","'-73.98306","The Three Monkeys","1229","N/A","4","10019"
"iWiRGDphwDrXAQyEJL5KVA","601 Vanderbilt Ave","korean","11/10/2021 17:54:27","40.67947","'-73.96785","White Tiger","183","N/A","4","11238"
"o5EIqc4LekAoeLHiYjzLqQ","245 Eldridge St","japanese","11/10/2021 17:53:57","40.72277","'-73.98989","Bar Goto","239","N/A","4.5","10002"
"eGfpa9r0aGtN3V8ZwgaOEw","1647 2nd Ave","american","11/10/2021 17:53:44","40.7775579","'-73.9521892","The Supply House","355","N/A","4","10028"
"zASGm-RyRNTY2xQir2nV_w","119 Kent Ave","mexican","11/10/2021 17:54:52","40.7201266","'-73.9615772","Jajaja Plantas Mexicana","23","N/A","4","11249"
"1ZKbUeFAs0ltSnAYq4ELKw","21-76 31st St","italian","11/10/2021 17:53:35","40.77648209257472","'-73.91059675544598","Trattoria L'incontro","987","N/A","4.5","11105"
"95bPhynOQ4bHoUqJJv6UEQ","126 MacDougal St","chinese","11/10/2021 17:54:13","40.73003","'-74.00034","Crop Circle","85","N/A","4.5","10012"
"uiQ6p_3biJD5S4PrF58t_g","21 W 39th St","chinese","11/10/2021 17:54:09","40.75226727202543","'-73.9836107151638","Szechuan Gourmet","841","N/A","3.5","10018"
"zg9Jrtx9rqTXeaqufSOxHQ","887 9th Ave","italian","11/10/2021 17:53:33","40.7684","'-73.98558","Masseria dei Vini","469","N/A","4","10019"
"MAVQQzta-liFNgoeDP5z8A","2 Hilliard Ave","american","11/10/2021 17:53:50","40.82596","'-73.9743","Emma Bistro","461","N/A","4.5","07020"
"JI_teX5hC2rvHRbAo9JRTw","19 Greenwich Ave","american","11/10/2021 17:53:50","40.7345","'-74.00004","Quality Eats","455","N/A","4","10014"
"NlmP5x_Ykznd55Dc85ChUg","523 9th Ave","italian","11/10/2021 17:53:38","40.7567","'-73.99411","Nittis","210","N/A","4.5","10018"
"hdiQrGDT8enOzpxaipBzNA","223 1st Ave","chinese","11/10/2021 17:54:16","40.7309882","'-73.983084","Mee Noodle Shop & Grill","134","N/A","3","10003"
"w-GSdTRGTE44AN9D2uTLWw","1396 Madison Ave","korean","11/10/2021 17:54:24","40.787888","'-73.954046","Momo 97","41","N/A","4","10029"
"ZOpnIsm7ihoO1gq2YmGdzw","142 W 72nd St","japanese","11/10/2021 17:53:58","40.777836","'-73.980476","Zurutto Ramen & Gyoza Bar","417","N/A","4","10023"
"'--SoNTeCXFUx56no0OgibQ","84 E 10th St","chinese","11/10/2021 17:54:10","40.730861","'-73.989941","Bites of Xi'an","39","N/A","4.5","10003"
"K84FS4X-Hj2Xt_uUCjwNIA","286 Columbus Ave","japanese","11/10/2021 17:53:54","40.778571","'-73.978209","Kissaki Sushi","38","N/A","4","10023"
"FZ0fKxW-d6Qc70IjDQIQKA","1133 6th avenue , 44th street","indian","11/10/2021 17:54:41","40.75605","'-73.98386","My Biryani","19","N/A","4.5","10036"
"SoZvIrx7TSRj-mV2izNwOQ","214 Main St","korean","11/10/2021 17:54:27","40.851128","'-73.971","Gopchang Story  Fort Lee","61","N/A","4","07024"
"NgD-6ogFGc_c4z5_Ur4k2g","108 Lexington Ave","indian","11/10/2021 17:54:30","40.742364","'-73.982813","Dhaba Indian Cuisine","1505","N/A","3.5","10016"
"Vz_VSDTLuuEfaku4ihKTvA","343 W Broadway","american","11/10/2021 17:53:41","40.722622","'-74.0033741","Little Ways","18","N/A","4.5","10013"
"wSGZA3DOFSUvALZRKCM_Sw","1372 York Ave","japanese","11/10/2021 17:54:04","40.767568","'-73.952815","Tanoshi Sushi Sake Bar","714","N/A","4.5","10021"
"8NVN6Nldm7AGoGaABBZMRw","13 W 26th St","japanese","11/10/2021 17:53:56","40.74409","'-73.98945","Izakaya NoMad","687","N/A","4","10010"
"2wVirrAVg3ltAFHoHeXHMQ","59 2nd Ave","chinese","11/10/2021 17:54:13","40.7259","'-73.98986","Dim Sum Palace","226","N/A","4.5","10003"
"8Oo2AtQEPDfxIOnA8wfXoQ","26 Saint Marks Pl","chinese","11/10/2021 17:54:06","40.72877","'-73.98873","886","456","N/A","4","10003"
"62Kedrco374IuZ_OFb0BxA","818 Broadway","chinese","11/10/2021 17:54:08","40.73285","'-73.99104","3 Times","164","N/A","4","10003"
"z2VXX7wGl8XZ6_oo9W3koA","371 W 34th St","indian","11/10/2021 17:54:30","40.7534700430117","'-73.99595067259492","Patiala Indian Grill","403","N/A","4.5","10001"
"_IkMfWpOkQXRZtJAYJUJIw","11 W 51st St","japanese","11/10/2021 17:53:56","40.7597846984863","'-73.9776382446289","Hama Japanese Cuisine","375","N/A","4","10019"
"FizBsTIAJwNrImIG1mPDcg","35 Union Sq W","korean","11/10/2021 17:54:19","40.73684","'-73.99069","Barn Joo","1683","N/A","4","10003"
"rp8S7scxOkVVeG7dNneMGQ","228 W 10th St","italian","11/10/2021 17:53:27","40.73372","'-74.00513","L'Artusi","1960","N/A","4.5","10014"
"KJNXC2NtxRPeu_nkk1PC4A","3935 47th Ave","indian","11/10/2021 17:54:40","40.74209","'-73.92516","Punda Tibetan Restaurant","73","N/A","4","11104"
"vX0_qcuVXoeeH1_24I8lSA","244 W 72nd St","japanese","11/10/2021 17:53:59","40.779199","'-73.983662","Sushi Kaito","187","N/A","4.5","10023"
"RjeW_l8OF99rn5df5-Rj4g","248 E 52nd St","japanese","11/10/2021 17:53:56","40.756155","'-73.968141","Totto Ramen - Midtown East","1187","N/A","4","10022"
"FKzpfWUpyupl4q74Jt8fTA","309 W 50th St","italian","11/10/2021 17:53:35","40.762711","'-73.986708","Don Antonio","1467","N/A","4","10019"
"tXKdwUYOm4PpUuFh9Iwc6g","138 W Central Blvd","korean","11/10/2021 17:54:21","40.8511238098145","'-74.0030822753906","To Sok Chon","172","N/A","4.5","07650"
"y6XohzcYjUAQOD8U3NT_yw","252 E 51st St","american","11/10/2021 17:53:48","40.755592","'-73.968588","The Stag's Head","436","N/A","4","10022"
"0W0m68TNPbodGCA3PhIB4w","60 2nd Ave","mexican","11/10/2021 17:54:43","40.72578","'-73.98952","The Black Ant","569","N/A","4","10003"
"zv29TbzPs9-rD5ql0qWw5A","1066 2nd Ave","american","11/10/2021 17:53:40","40.75866","'-73.9655499","The Shadmoor","348","N/A","4.5","10022"
"L87p5eAKGjvkS2YZYjZcrg","249 E 49th St","japanese","11/10/2021 17:53:56","40.75465","'-73.96934","Yamada Chikara NY","33","N/A","4.5","10017"
"guwS_mhhUjOT5d8sYfEluQ","1071 1st Ave","indian","11/10/2021 17:54:30","40.759381","'-73.962489","Adyar Ananda Bhavan","348","N/A","3.5","10022"
"BPErPpKSNluwcjbKRgze3w","328 E 78th St","chinese","11/10/2021 17:54:06","40.77197","'-73.95452","Xi'an Famous Foods","575","N/A","4","10075"
"YFL1rAdlv7J0cswHVhvCtQ","35-03 Broadway","mexican","11/10/2021 17:54:43","40.760579","'-73.921857","Ruta Oaxaca Mexican Cuisine","150","N/A","4.5","11106"
"HUKn7SlSjYtemmPiGLnD2w","204 Spring St","korean","11/10/2021 17:54:19","40.725166","'-74.003712","Rice kitchen","95","N/A","5","10012"
"SNhDVaf_n7VDZcfry8mYdA","13 St Marks Pl","chinese","11/10/2021 17:54:09","40.72939","'-73.9889199","The Bao","1281","N/A","4","10003"
"M9ocxj9j91I1Av32UKSeYA","253 West 55th St","korean","11/10/2021 17:54:24","40.765354","'-73.983214","Yakiniku Tohbay","26","N/A","4.5","10019"
"_R6EjbrynW_LFnmWoRqgww","154 Bleecker St","indian","11/10/2021 17:54:33","40.728186","'-73.999436","Surya - Madam Ji","258","N/A","3.5","10012"
"nBm-zxAWg_oA8JNtHxPvcw","38 Lexington Ave","chinese","11/10/2021 17:54:12","40.74017","'-73.98452","Di Di Dumpling","201","N/A","4","10010"
"twHJyFgUSd7wzioKQjE7Jw","45 Mercer St","italian","11/10/2021 17:53:29","40.72161","'-74.00127","Galli","975","N/A","4","10013"
"cSRzfprFfAnT1nAcQMgrDA","476 Amsterdam Ave","american","11/10/2021 17:53:43","40.7856233","'-73.9767067","Fred's Restaurant","798","N/A","4","10024"
"Vzx-7-jSEBz2g8NuGVhHvQ","33 E 60th St","chinese","11/10/2021 17:54:09","40.76409","'-73.97039","Philippe By Philippe Chow","772","N/A","3.5","10065"
"bNO0801dOoSSFJuDdTDzYQ","172 Atlantic Ave","indian","11/10/2021 17:54:41","40.68984063986179","'-73.9938485999626","Hadramout Restaurant","99","N/A","4","11201"
"'-J8VuX3wGrYSOBu2G0hMsw","11 E 47th St","korean","11/10/2021 17:54:25","40.75638","'-73.97759","Katsu-Hama","1379","N/A","4","10017"
"ettNH3FWzwaHCBMSFuy5tA","32 W 33rd St","korean","11/10/2021 17:54:27","40.74834","'-73.98681","Rib No 7","98","N/A","4.5","10001"
"vZgJyMZlpSSS_Y-duxd4_A","20 Skillman Ave","chinese","11/10/2021 17:54:12","40.71512","'-73.95097","Kings Co Imperial","343","N/A","4","11211"
"qr24KgWcZGUhKZIPyVMsNw","316 E 86th St","mexican","11/10/2021 17:54:49","40.77741","'-73.95103","Maz Mezcal","388","N/A","3.5","10028"
"WIhm0W9197f_rRtDziq5qQ","32 Spring St","italian","11/10/2021 17:53:39","40.7215934960083","'-73.9955956044561","Lombardi's Pizza","6196","N/A","4","10012"
"VCqNjupCWZ5INzOcyBMJSg","90 University Pl","american","11/10/2021 17:53:48","40.733828","'-73.993052","The Grey Dog - Union Square","1100","N/A","4","10003"
"RXCCofQw1EjTcSN0ZeXfRA","309 E 5th St","italian","11/10/2021 17:53:30","40.726673363853","'-73.9880919456482","Risotteria Melotti NYC","343","N/A","4.5","10003"
"xt4sa64WOrpJvZBDPNPNYg","509 Amsterdam Ave","american","11/10/2021 17:53:41","40.7866504411994","'-73.9755284786224","Jacob's Pickles","4584","N/A","4","10024"
"LSTcQPMmoSdd68zur-aNdw","28 W 32nd St","korean","11/10/2021 17:54:18","40.7475125111924","'-73.9867554408843","Itaewon Pocha","152","N/A","4.5","10001"
"JeCtYANe0eqW8xe1SN3lWg","20 W 33rd St","korean","11/10/2021 17:54:25","40.74828","'-73.98649","Turntable Chicken Jazz","2049","N/A","4","10001"
"BWDtEFmrLyUyT2-oUrY2bw","7000 Kennedy Blvd E","korean","11/10/2021 17:54:25","40.790165","'-74.000752","O2 BBQ","181","N/A","4","07093"
"xemN4tP9RlK5c-yUT-M71Q","818 10th Ave","mexican","11/10/2021 17:54:43","40.76733","'-73.98945","Mamasita Bar & Grill","1264","N/A","4","10019"
"Puyzn1gagH9TsJz7EBJs3g","145 1st Ave","chinese","11/10/2021 17:54:10","40.72821421354205","'-73.98516918819301","Baji Baji","42","N/A","4.5","10003"
"B87c3bE_u53yNYO1cmHSIw","2651 Broadway","chinese","11/10/2021 17:54:15","40.797859","'-73.969948","Flor de Mayo","594","N/A","4","10025"
"FJ9TKLHeDoLXkk1uOwTMwg","67 W 23rd St","korean","11/10/2021 17:54:27","40.7428284","'-73.9919281","KoFoo","96","N/A","3.5","10010"
"9_CEU7Wmvmwlyvqr-PJD6w","113 7th Ave S","mexican","11/10/2021 17:54:45","40.73391","'-74.00242","Ofrenda","1013","N/A","4","10014"
"Zjdtcex73QIz2_MvEvDrFQ","1369 6th Ave","japanese","11/10/2021 17:53:59","40.7633913312621","'-73.9780393019703","MakiMaki","198","N/A","4","10019"
"lhEzTykkqFz92Vq2uILtyw","344 Bowery","american","11/10/2021 17:53:48","40.7263350655","'-73.9920476876","The Wren","574","N/A","4","10012"
"axqp3pGJXnTLgq2QrPyDyQ","108 E 4th St","japanese","11/10/2021 17:53:54","40.72551","'-73.98838","Benemon","619","N/A","4.5","10003"
